Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/l,d/w,l/w,E (J/mm),E (J/mm3),absorption coefficient,absorption coefficient 2,density,Cp,k,melting T,minimum absorptivity,meltpool shape,spatter,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),D10,D50,D90,paper ID,paper,porosity,relative density,comment,
SS316L,PBF,SLM,100,100,0,80,35,240,120,240,135,1.5,0.5,0.5625,1,,6.457467894,0.480705765,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,d<w/2 keyhole,1415
SS316L,PBF,SLM,100,500,0,36.66666667,35,110,55,110,93,1.5,0.5,0.845454546,0.2,,1.291478036,0.4233149,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,d/t>1.5 LOF,1415
SS316L,PBF,SLM,100,1000,0,25,35,75,37.5,75,80,1.5,0.5,1.066666667,0.1,,0.645739018,0.377916211,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,l/w<2.3 balling,1415
SS316L,PBF,SLM,100,1500,0,20,35,60,30,60,74,1.5,0.5,1.233333333,0.066666667,,0.430466773,0.355908418,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,max hatch=w,1415
SS316L,PBF,SLM,100,2000,0,17,35,51,25.5,51,68,1.5,0.5,1.333333333,0.05,,0.322908367,0.338953461,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,100,2500,0,16,35,48,24,48,64,1.5,0.5,1.333333333,0.04,,0.258326693,0.370447453,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,150,100,0,97.33333333,35,292,146,292,180,1.5,0.5,0.616438356,1.5,,9.686240698,0.450164278,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,150,500,0,43.33333333,35,130,65,130,123,1.5,0.5,0.946153846,0.3,,1.937217053,0.385112004,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,150,1000,0,30.66666667,35,92,46,92,105,1.5,0.5,1.141304348,0.15,,0.968647385,0.37111963,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,150,1500,0,25,35,75,37.5,75,95,1.5,0.5,1.266666667,0.1,,0.645739018,0.36355966,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,150,2000,0,22.66666667,35,68,34,68,88,1.5,0.5,1.294117647,0.075,,0.484323692,0.393044883,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,150,2500,0,20,35,60,30,60,82,1.5,0.5,1.366666667,0.06,,0.387412324,0.380140144,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,200,100,0,112.3333333,35,337,168.5,337,227,1.5,0.5,0.673590505,2,,12.91493579,0.434791498,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,200,500,0,50,35,150,75,150,150,1.5,0.5,1,0.4,,2.582956071,0.377916211,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,200,1000,0,35,35,110,55,110,128,1.571428571,0.5,1.163636364,0.2,,1.291478036,0.391730488,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,200,1500,0,29,35,87,43.5,87,118,1.5,0.5,1.356321839,0.133333333,,0.861011262,0.362907545,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,200,2000,0,25,35,75,37.5,75,106,1.5,0.5,1.413333333,0.1,,0.645739018,0.356381385,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,200,2500,0,23.33333333,35,70,35,70,102,1.5,0.5,1.457142857,0.08,,0.516575671,0.384709868,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,250,100,0,125,35,375,187.5,375,270,1.5,0.5,0.72,2.5,,16.14370859,0.420985864,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,250,500,0,56.66666667,35,170,85,170,180,1.5,0.5,1.058823529,0.5,,3.228772805,0.38312326,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,250,1000,0,40,35,120,60,120,152,1.5,0.5,1.266666667,0.25,,1.614386402,0.370447453,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,250,1500,0,33.33333333,35,100,50,100,140,1.5,0.5,1.4,0.166666667,,1.076283507,0.380140144,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,250,2000,0,27.66666667,35,83,41.5,83,127,1.5,0.5,1.530120482,0.125,,0.807154343,0.34713774,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,250,2500,0,25,35,75,37.5,75,120,1.5,0.5,1.6,0.1,,0.645739018,0.352074419,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,300,100,0,133.3333333,35,400,200,400,317,1.5,0.5,0.7925,3,,19.3724814,0.394052416,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,300,500,0,61,35,183,91.5,183,208,1.5,0.5,1.136612022,0.6,,3.874511822,0.367287063,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,300,1000,0,43.33333333,35,130,65,130,175,1.5,0.5,1.346153846,0.3,,1.937217053,0.360227316,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,300,1500,0,36,35,108,54,108,158,1.5,0.5,1.462962963,0.2,,1.291478036,0.367842345,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,300,2000,0,30.66666667,35,92,46,92,146,1.5,0.5,1.586956522,0.15,,0.968647385,0.353508927,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
SS316L,PBF,SLM,300,2500,0,27.33333333,35,82,41,82,139,1.5,0.5,1.695121951,0.12,,0.774902365,0.349253275,8000,500,16.3,1688,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,67,,,,,1415
AA7075,PBF,SLM,200,250,0,,,,76,161,,,0.472049689,0,0.8,,,0.136401714,2810,960,130,829,,keyhole,,0,5.5,2.5,0,90,0,0,0,0,0,0,1.5,0,0,0,0.3,0.1,0.3,0,,,,68,,,,0.4<d/w<0.5 desirable,556
AA7075,PBF,SLM,400,250,0,,,,612,451,,,1.356984479,0,1.6,,,0.31713868,2810,960,130,829,,desirable,,0,5.5,2.5,0,90,0,0,0,0,0,0,1.5,0,0,0,0.3,0.1,0.3,0,,,,68,,,,,556
Ti-6Al-4V,PBF,SLM,50,800,0,60,50,,30,,,0.5,,,0.0625,,0.212629914,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,50,1000,0,60,50,,30,,,0.5,,,0.05,,0.170119474,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,75,800,0,60,50,,42,,,0.7,,,0.09375,,0.318944871,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,75,1000,0,60,50,,42,,,0.7,,,0.075,,0.255140353,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,100,800,0,60,50,,80,,,1.333333333,,,0.125,,0.425259827,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,100,1000,0,60,50,,62,,,1.033333333,,,0.1,,0.340161233,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,125,800,0,60,50,,127,,,2.116666667,,,0.15625,,0.531574784,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,125,1000,0,60,50,,90,,,1.5,,,0.125,,0.425259827,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,150,800,0,60,50,,150,,,2.5,,,0.1875,,0.637889741,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,150,1000,0,60,50,,107,,,1.783333333,,,0.15,,0.510280707,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,175,800,0,60,50,,167,,,2.783333333,,,0.21875,,0.744204698,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,175,1000,0,60,50,,150,,,2.5,,,0.175,,0.595301586,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,200,800,0,60,50,,180,,,3,,,0.25,,0.850519655,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,200,1000,0,60,50,,164,,,2.733333333,,,0.2,,0.680400181,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,225,800,0,60,50,,216,,,3.6,,,0.28125,,0.956756896,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,225,1000,0,60,50,,182,,,3.033333333,,,0.225,,0.76542106,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,250,800,0,60,50,,230,,,3.833333333,,,0.3125,,1.063071853,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,250,1000,0,60,50,,220,,,3.666666667,,,0.25,,0.850519655,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,300,800,0,60,50,,340,,,5.666666667,,,0.375,,1.275701766,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
Ti-6Al-4V,PBF,SLM,300,1000,0,60,50,,280,,,4.666666667,,,0.3,,1.020561413,,4470.5,561.5,7.2,1922,0.26,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,70,,,,,1649
IN625,PBF,SLM,300,300,0,60,70,,125,255,,2.083333333,0.490196078,,1,1000,,0.353461881,8442,429,9.8,1593,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,300,600,0,60,70,,90,172,,1.5,0.523255814,,0.5,500,,0.315300618,8442,429,9.8,1593,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,300,900,0,60,70,,78,150,,1.3,0.52,,0.333333333,333.3333333,,0.354832007,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,300,1200,0,60,70,,40,120,,0.666666667,0.333333333,,0.25,250,,0.301947237,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,300,1500,0,60,70,,30,100,,0.5,0.3,,0.2,200,,0.261668048,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,300,2400,0,60,70,,,,,,,,0.125,125,,,8442,429,9.8,1593,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,300,3000,0,60,70,,,,,,,,0.1,100,,,8442,429,9.8,1593,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,300,1800,0,60,70,,20,80,,0.333333333,0.25,,0.166666667,166.6666667,,0.201298158,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,350,300,0,60,70,,220,300,,3.666666667,0.733333333,,1.166666667,1166.666667,,0.414551677,8442,429,9.8,1593,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,350,600,0,60,70,,135,200,,2.25,0.675,,0.583333333,583.3333333,,0.362470791,8442,429,9.8,1593,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,350,900,0,60,70,,95,166,,1.583333333,0.572289157,,0.388888889,388.8888889,,0.370886941,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,350,1200,0,60,70,,45,140,,0.75,0.321428571,,0.291666667,291.6666667,,0.35016492,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,350,1500,0,60,70,,23,100,,0.383333333,0.23,,0.233333333,233.3333333,,0.224286898,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,350,1800,0,60,70,,26,80,,0.433333333,0.325,,0.194444444,194.4444444,,0.172541278,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,350,2100,0,60,70,,15,90,,0.25,0.166666667,,0.166666667,166.6666667,,0.252228467,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,350,2400,0,60,70,,10,60,,0.166666667,0.166666667,,0.145833333,145.8333333,,0.129405959,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,350,2700,0,60,70,,30,70,,0.5,0.428571429,,0.12962963,129.6296296,,0.196177696,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,300,0,60,70,,250,305,,4.166666667,0.819672131,,1.333333333,1333.333333,,0.374522948,8442,429,9.8,1593,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,600,0,60,70,,75,220,,1.25,0.340909091,,0.666666667,666.6666667,,0.382027793,8442,429,9.8,1593,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,900,0,60,70,,37,160,,0.616666667,0.23125,,0.444444444,444.4444444,,0.301947237,8442,429,9.8,1593,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,1200,0,60,70,,41,125,,0.683333333,0.328,,0.333333333,333.3333333,,0.245313795,8442,429,9.8,1593,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,1500,0,60,70,,22,110,,0.366666667,0.2,,0.266666667,266.6666667,,0.236594675,8442,429,9.8,1593,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,1800,0,60,70,,23,80,,0.383333333,0.2875,,0.222222222,222.2222222,,0.150973618,8442,429,9.8,1593,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,2100,0,60,70,,15,75,,0.25,0.2,,0.190476191,190.4761905,,0.154251414,8442,429,9.8,1593,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,2400,0,60,70,,20,50,,0.333333333,0.4,,0.166666667,166.6666667,,0.079290485,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,2700,0,60,70,,,30,,0,0,,0.148148148,148.1481481,,0.032882966,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
Cu10Sn,PBF,SLM,200,100,0,30,,120,420,430,,14,0.976744186,,2,,,0.557916052,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,91,,999
Cu10Sn,PBF,SLM,200,200,0,30,,120,300,280,,10,1.071428571,,1,,,0.426212775,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,94.3,,999
Cu10Sn,PBF,SLM,200,300,0,30,,120,240,250,,8,0.96,,0.666666667,,,0.462652438,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,96,,999
Cu10Sn,PBF,SLM,200,400,0,30,,120,200,240,,6.666666667,0.833333333,,0.5,,,0.531264404,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98.2,,999
Cu10Sn,PBF,SLM,200,500,0,30,,120,150,180,,5,0.833333333,,0.4,,,0.379780146,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,97.2,,999
Cu10Sn,PBF,SLM,200,600,0,30,,120,152,190,,5.066666667,0.8,,0.333333333,,,0.479700148,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,99,,999
Cu10Sn,PBF,SLM,200,700,0,30,,120,100,160,,3.333333333,0.625,,0.285714286,,,0.398426714,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,99.9,,999
Cu10Sn,PBF,SLM,200,750,0,30,,120,98,130,,3.266666667,0.753846154,,0.266666667,,,0.291138858,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,99.6,,999
Cu10Sn,PBF,SLM,250,100,0,30,,120,620,570,,20.66666667,1.087719298,,2.5,,,0.702000058,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,89.8,,999
Cu10Sn,PBF,SLM,250,200,0,30,,120,450,425,,15,1.058823529,,1.25,,,0.687977438,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,93.8,,999
Cu10Sn,PBF,SLM,250,300,0,30,,120,340,295,,11.33333333,1.152542373,,0.833333333,,,0.491814963,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,95,,999
Cu10Sn,PBF,SLM,250,400,0,30,,120,270,270,,9,1,,0.625,,,0.522941539,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,97.3,,999
Cu10Sn,PBF,SLM,250,500,0,30,,120,180,222,,6,0.810810811,,0.5,,,0.439183778,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,97,,999
Cu10Sn,PBF,SLM,250,600,0,30,,120,160,256,,5.333333333,0.625,,0.416666667,,,0.657251674,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98.6,,999
Cu10Sn,PBF,SLM,250,700,0,30,,120,170,195,,5.666666667,0.871794872,,0.357142857,,,0.454530578,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98.2,,999
Cu10Sn,PBF,SLM,250,750,0,30,,120,126,190,,4.2,0.663157895,,0.333333333,,,0.458640168,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98.3,,999
Cu10Sn,PBF,SLM,250,800,0,30,,120,130,185,,4.333333333,0.702702703,,0.3125,,,0.460640949,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,99,,999
Cu10Sn,PBF,SLM,300,200,0,30,,120,630,520,,21,1.211538462,,1.5,,,0.815319898,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,92.5,,999
Cu10Sn,PBF,SLM,300,300,0,30,,120,460,342,,15.33333333,1.34502924,,1,,,0.530712148,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,93.6,,999
Cu10Sn,PBF,SLM,300,400,0,30,,120,400,356,,13.33333333,1.123595506,,0.75,,,0.71571213,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,96.8,,999
Cu10Sn,PBF,SLM,300,500,0,30,,120,300,295,,10,1.016949153,,0.6,,,0.610413248,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,95.8,,999
Cu10Sn,PBF,SLM,300,600,0,30,,120,250,235,,8.333333333,1.063829787,,0.5,,,0.468659174,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,97.7,,999
Cu10Sn,PBF,SLM,300,700,0,30,,120,170,190,,5.666666667,0.894736842,,0.428571429,,,0.361400126,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,97.5,,999
Cu10Sn,PBF,SLM,300,750,0,30,,120,245,196,,8.166666667,1.25,,0.4,,,0.404433392,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98.5,,999
Cu10Sn,PBF,SLM,300,800,0,30,,120,148,125,,4.933333333,1.184,,0.375,,,0.190228584,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98.8,,999
Cu10Sn,PBF,SLM,300,900,0,30,,120,144,140,,4.8,1.028571429,,0.333333333,,,0.255001748,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98.4,,999
